PostalCode,Address,Route_January,Route_July,LeafYardWaste_January,LeafYardWaste_July,PropertyType
P6C 6H3,73 Central Creek Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,71 Central Creek Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,67 Central Creek Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,65 Central Creek Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,61 Central Creek Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,59 Central Creek Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,55 Central Creek Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,53 Central Creek Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,26 Assunta Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,28 Assunta Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,22 Assunta Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,24 Assunta Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,18 Assunta Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,20 Assunta Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,16 Assunta Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,14 Assunta Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,43 Central Creek Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,41 Central Creek Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,29 Central Creek Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,31 Central Creek Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,25 Central Creek Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,23 Central Creek Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,19 Central Creek Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,17 Central Creek Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 4W3,803 Cooper Street,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 4W3,801 Cooper Street,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 4W3,809 Cooper Street,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 4W3,807 Cooper Street,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 4W3,815 Cooper Street,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 4W3,813 Cooper Street,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 4W3,821 Cooper Street,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 4W3,819 Cooper Street,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 4W3,829 Cooper Street,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 4W3,827 Cooper Street,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 4W3,837 Cooper Street,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 4W3,835 Cooper Street,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 4W3,843 Cooper Street,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 4W3,845 Cooper Street,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 4W3,851 Cooper Street,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 4W3,853 Cooper Street,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 4W3,859 Cooper Street,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 4W3,861 Cooper Street,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 4W3,737 Cooper Street,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,154 Central Creek Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 4W3,633 Cooper Street,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 4W3,627 Cooper Street,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 4W3,581 Cooper Street,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,83 Central Creek Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,89 Central Creek Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,113 Central Creek Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,119 Central Creek Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,125 Central Creek Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,149 Central Creek Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,143 Central Creek Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 4W3,729 Cooper Street,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,167 Central Creek Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,173 Central Creek Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,172 Central Creek Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,120 Central Creek Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,114 Central Creek Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,102 Central Creek Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,96 Central Creek Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,90 Central Creek Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,10 Assunta Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 6H3,160 Central Creek Drive,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 4W3,569 Cooper Street,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6C 4W3,573 Cooper Street,Wednesday,Friday,"Route ""B""","Route ""B""",Residential
P6A 6Y4,143 Queensgate Boulevard,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y4,147 Queensgate Boulevard,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6C5,19 River Road,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6C5,23 River Road,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y4,159 Queensgate Boulevard,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y4,151 Queensgate Boulevard,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y4,155 Queensgate Boulevard,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y4,163 Queensgate Boulevard,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y4,167 Queensgate Boulevard,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y4,175 Queensgate Boulevard,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6C3,119 River Road,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6X6,1495 Trunk Road,Monday,Tuesday,"Route ""B""","Route ""B""",Non-residential
P6A 5J7,264 Dacey Road,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 5J7,270 Dacey Road,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 5J7,272 Dacey Road,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 5K9,31 Talon Avenue,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6X3,90 Royal York Boulevard,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 5K9,4144 Queen Street East,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 5K9,21 Talon Avenue,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6C7,168 River Road,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6X6,43 Fournier Road,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 5K9,52 Dacey Road,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 0B7,686 Frontenac Street,Monday,Tuesday,"Route ""B""","Route ""B""",Non-residential
P6A 0B7,694 Frontenac Street,Monday,Tuesday,"Route ""B""","Route ""B""",Non-residential
P6A 5K9,3987 Queen Street East,Monday,Tuesday,"Route ""B""","Route ""B""",Non-residential
P6A 0B7,738 Frontenac Street,Monday,Tuesday,"Route ""B""","Route ""B""",Non-residential
P6A 5K9,55 Tamarack Avenue,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 5K9,45 Tamarack Avenue,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 5K9,824 River Road,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y5,72 Ruscio Crescent,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y5,68 Ruscio Crescent,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y5,76 Ruscio Crescent,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y5,64 Ruscio Crescent,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y5,60 Ruscio Crescent,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y5,56 Ruscio Crescent,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y5,52 Ruscio Crescent,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y5,44 Ruscio Crescent,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y5,40 Ruscio Crescent,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y5,28 Ruscio Crescent,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y5,24 Ruscio Crescent,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y5,20 Ruscio Crescent,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y5,16 Ruscio Crescent,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y5,12 Ruscio Crescent,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y5,23 Ruscio Crescent,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y8,76 Parkinworth Place,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y8,72 Parkinworth Place,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y8,68 Parkinworth Place,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y8,64 Parkinworth Place,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y8,60 Parkinworth Place,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y8,40 Parkinworth Place,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y8,36 Parkinworth Place,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y8,32 Parkinworth Place,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y8,56 Parkinworth Place,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y5,80 Ruscio Crescent,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6C3,95 River Road,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 5K9,79 Dacey Road,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6X5,412 River Road,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 0A6,804 Frontenac Street,Monday,Tuesday,"Route ""B""","Route ""B""",Non-residential
P6A 6Y8,57 Parkinworth Place,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y8,69 Parkinworth Place,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y8,73 Parkinworth Place,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 5J7,274 Dacey Road,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 5J7,276 Dacey Road,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 5K9,389 River Road,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 5K9,391 River Road,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y5,71 Ruscio Crescent,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 5K9,339 River Road,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 5K9,4155 Queen Street East,Monday,Tuesday,"Route ""B""","Route ""B""",Non-residential
P6A 0C1,920 Frontenac Street,Monday,Tuesday,"Route ""B""","Route ""B""",Non-residential
P6A 0C1,916 Frontenac Street,Monday,Tuesday,"Route ""B""","Route ""B""",Non-residential
P6A 6X6,31 Fournier Road,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 5K9,22 Bay Road,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6X6,32 Fournier Road,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6X6,36 Fournier Road,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 0E9,28 Sinclair Drive,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 0E9,30 Sinclair Drive,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 0E9,32 Sinclair Drive,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 0E9,34 Sinclair Drive,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 0E9,36 Sinclair Drive,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y8,121 Parkinworth Place,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 5K9,4104 Queen Street East,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 5K9,818 River Road,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 5K9,830 River Road,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 5K9,836 River Road,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 5K9,409 River Road,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 5K9,40 Dacey Road,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y5,84 Ruscio Crescent,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y5,88 Ruscio Crescent,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y5,92 Ruscio Crescent,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y5,96 Ruscio Crescent,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y5,48 Ruscio Crescent,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y5,32 Ruscio Crescent,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y5,11 Ruscio Crescent,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y5,15 Ruscio Crescent,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y5,19 Ruscio Crescent,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y5,27 Ruscio Crescent,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y5,31 Ruscio Crescent,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y5,75 Ruscio Crescent,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y5,79 Ruscio Crescent,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y5,83 Ruscio Crescent,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y5,87 Ruscio Crescent,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 5J7,224 Dacey Road,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 5K9,355 River Road,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 5K9,351 River Road,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 5K9,347 River Road,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y8,28 Parkinworth Place,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y8,44 Parkinworth Place,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y8,48 Parkinworth Place,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y8,52 Parkinworth Place,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y8,53 Parkinworth Place,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y8,49 Parkinworth Place,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y8,45 Parkinworth Place,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y8,39 Parkinworth Place,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y8,35 Parkinworth Place,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y8,31 Parkinworth Place,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y8,27 Parkinworth Place,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 5K9,4165 Queen Street East,Monday,Tuesday,"Route ""B""","Route ""B""",Non-residential
P6A 5Z7,10 Murphy Street,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 0C1,952 Frontenac Street,Monday,Tuesday,"Route ""B""","Route ""B""",Non-residential
P6A 5K9,319 River Road,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 5K9,323 River Road,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6X6,52 Fournier Road,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 5K9,808 River Road,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 5Y6,35 Shoreview Court,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 5Y5,32 Shoreview Court,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 5Y5,24 Shoreview Court,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 5Y6,19 Shoreview Court,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6B1,75 Parkshore Drive,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 5Z3,16 Parkshore Court,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 5Z3,36 Parkshore Court,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6Y5,91 Ruscio Crescent,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 5K9,535 River Road,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 6C7,152 River Road,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 5K9,431 River Road,Monday,Tuesday,"Route ""B""","Route ""B""",Residential
P6A 5C5,597 Boundary Road,Monday,Thursday,"Route ""A""","Route ""B""",Residential
P6A 5C5,653 Boundary Road,Monday,Thursday,"Route ""A""","Route ""B""",Residential
P6A 6E7,140 South Market Street,Monday,Thursday,"Route ""A""","Route ""B""",Residential
P6A 6E7,142 South Market Street,Monday,Thursday,"Route ""A""","Route ""B""",Residential
P6A 6E7,144 South Market Street,Monday,Thursday,"Route ""A""","Route ""B""",Residential
P6A 6E7,146 South Market Street,Monday,Thursday,"Route ""A""","Route ""B""",Residential
P6A 6E7,148 South Market Street,Monday,Thursday,"Route ""A""","Route ""B""",Residential
P6A 6E7,150 South Market Street,Monday,Thursday,"Route ""A""","Route ""B""",Residential
P6A 6E7,152 South Market Street,Monday,Thursday,"Route ""A""","Route ""B""",Residential
P6A 6E7,154 South Market Street,Monday,Thursday,"Route ""A""","Route ""B""",Residential
P6A 6E7,158 South Market Street,Monday,Thursday,"Route ""A""","Route ""B""",Residential
P6A 6E7,160 South Market Street,Monday,Thursday,"Route ""A""","Route ""B""",Residential
P6A 6E7,162 South Market Street,Monday,Thursday,"Route ""A""","Route ""B""",Residential
P6A 6E7,164 South Market Street,Monday,Thursday,"Route ""A""","Route ""B""",Residential
P6A 6E7,166 South Market Street,Monday,Thursday,"Route ""A""","Route ""B""",Residential
P6A 6E7,168 South Market Street,Monday,Thursday,"Route ""A""","Route ""B""",Residential
P6A 6E7,170 South Market Street,Monday,Thursday,"Route ""A""","Route ""B""",Residential
P6A 6E7,172 South Market Street,Monday,Thursday,"Route ""A""","Route ""B""",Residential
P6A 5C5,589 Boundary Road,Monday,Thursday,"Route ""A""","Route ""B""",Residential
P6A 5C5,593 Boundary Road,Monday,Thursday,"Route ""A""","Route ""B""",Residential
P6A 5C5,577 Boundary Road,Monday,Thursday,"Route ""A""","Route ""B""",Residential
P6A 5C5,633 Boundary Road,Monday,Thursday,"Route ""A""","Route ""B""",Residential
P6A 5C5,637 Boundary Road,Monday,Thursday,"Route ""A""","Route ""B""",Residential
P6A 5C5,641 Boundary Road,Monday,Thursday,"Route ""A""","Route ""B""",Residential
P6A 5J8,243 Dacey Road,Tuesday,Thursday,"Route ""B""","Route ""B""",Residential
P6A 4R5,331 Eastern Avenue,Tuesday,Thursday,"Route ""B""","Route ""B""",Residential
P6A 5H5,115 Gibbs Street,Tuesday,Thursday,"Route ""B""","Route ""B""",Residential
P6A 4T2,44 Market Street,Tuesday,Thursday,"Route ""B""","Route ""B""",Residential
P6A 5Y7,15 Ross Street,Tuesday,Thursday,"Route ""B""","Route ""B""",Residential
P6A 5Y7,17 Ross Street,Tuesday,Thursday,"Route ""B""","Route ""B""",Residential
P6A 5Y7,19 Ross Street,Tuesday,Thursday,"Route ""B""","Route ""B""",Residential
P6A 5Y7,21 Ross Street,Tuesday,Thursday,"Route ""B""","Route ""B""",Residential
P6A 5Y7,25 Ross Street,Tuesday,Thursday,"Route ""B""","Route ""B""",Residential
P6A 5Y7,23 Ross Street,Tuesday,Thursday,"Route ""B""","Route ""B""",Residential
P6A 5Y7,29 Ross Street,Tuesday,Thursday,"Route ""B""","Route ""B""",Residential
P6A 5Y7,33 Ross Street,Tuesday,Thursday,"Route ""B""","Route ""B""",Residential
P6A 5Y7,31 Ross Street,Tuesday,Thursday,"Route ""B""","Route ""B""",Residential
P6A 5Y7,35 Ross Street,Tuesday,Thursday,"Route ""B""","Route ""B""",Residential
P6A 5Y7,37 Ross Street,Tuesday,Thursday,"Route ""B""","Route ""B""",Residential
P6A 5Y7,41 Ross Street,Tuesday,Thursday,"Route ""B""","Route ""B""",Residential
P6A 5Y7,45 Ross Street,Tuesday,Thursday,"Route ""B""","Route ""B""",Residential
P6A 5Y7,43 Ross Street,Tuesday,Thursday,"Route ""B""","Route ""B""",Residential
P6A 5X7,48 Jemmette Street,Tuesday,Thursday,"Route ""B""","Route ""B""",Residential
P6A 5X7,46 Jemmette Street,Tuesday,Thursday,"Route ""B""","Route ""B""",Residential
